1	Q0	12547222	1	1.0	aliasiBase
1	Q0	12547239	2	0.982984	aliasiBase
1	Q0	11774199	3	0.80262184	aliasiBase
1	Q0	12091367	4	0.79070526	aliasiBase
1	Q0	11313311	5	0.7219245	aliasiBase
1	Q0	12857562	6	0.6615214	aliasiBase
1	Q0	11518736	7	0.6307758	aliasiBase
1	Q0	12123233	8	0.6290796	aliasiBase
1	Q0	12730114	9	0.607452	aliasiBase
1	Q0	12382200	10	0.5446113	aliasiBase
1	Q0	11518724	11	0.5356031	aliasiBase
1	Q0	12377801	12	0.5111295	aliasiBase
1	Q0	12406098	13	0.5109875	aliasiBase
1	Q0	11431687	14	0.49411684	aliasiBase
1	Q0	11783942	15	0.49248624	aliasiBase
1	Q0	12949720	16	0.49016687	aliasiBase
1	Q0	12857545	17	0.4700111	aliasiBase
1	Q0	12393173	18	0.46198362	aliasiBase
1	Q0	12522003	19	0.45743734	aliasiBase
1	Q0	11842003	20	0.4510739	aliasiBase
1	Q0	12730455	21	0.37200803	aliasiBase
1	Q0	12704390	22	0.35707086	aliasiBase
1	Q0	12401307	23	0.34885722	aliasiBase
1	Q0	12547238	24	0.33336693	aliasiBase
1	Q0	11897618	25	0.32494065	aliasiBase
1	Q0	12674739	26	0.31433153	aliasiBase
1	Q0	11470229	27	0.30972373	aliasiBase
1	Q0	12730111	28	0.30392846	aliasiBase
1	Q0	11389698	29	0.30341142	aliasiBase
1	Q0	11684086	30	0.2914404	aliasiBase
1	Q0	12198710	31	0.28492683	aliasiBase
1	Q0	10582331	32	0.28293994	aliasiBase
1	Q0	12196177	33	0.27311704	aliasiBase
1	Q0	11741608	34	0.27020565	aliasiBase
1	Q0	12584213	35	0.26722333	aliasiBase
1	Q0	12161425	36	0.25658295	aliasiBase
1	Q0	10747949	37	0.25541613	aliasiBase
1	Q0	9242408	38	0.2548375	aliasiBase
1	Q0	11746453	39	0.2432764	aliasiBase
1	Q0	11439223	40	0.24264587	aliasiBase
1	Q0	12220667	41	0.23881203	aliasiBase
1	Q0	12111837	42	0.23839608	aliasiBase
1	Q0	11925460	43	0.2371455	aliasiBase
1	Q0	10625641	44	0.235159	aliasiBase
1	Q0	12801950	45	0.23348027	aliasiBase
1	Q0	10882071	46	0.23167926	aliasiBase
1	Q0	9808632	47	0.23095542	aliasiBase
1	Q0	12139399	48	0.22714011	aliasiBase
1	Q0	12621119	49	0.22691369	aliasiBase
1	Q0	10712688	50	0.22457993	aliasiBase
1	Q0	10954338	51	0.22168875	aliasiBase
1	Q0	12787877	52	0.22077641	aliasiBase
1	Q0	12376346	53	0.21794344	aliasiBase
1	Q0	10859223	54	0.2166785	aliasiBase
1	Q0	11005792	55	0.21377112	aliasiBase
1	Q0	12734938	56	0.21254137	aliasiBase
1	Q0	12709425	57	0.21220739	aliasiBase
1	Q0	10984552	58	0.21007128	aliasiBase
1	Q0	12915152	59	0.20998056	aliasiBase
1	Q0	11005764	60	0.20990905	aliasiBase
1	Q0	10644324	61	0.20977107	aliasiBase
1	Q0	10522550	62	0.20887703	aliasiBase
1	Q0	10226041	63	0.2068668	aliasiBase
1	Q0	12527228	64	0.20498548	aliasiBase
1	Q0	10417735	65	0.20421405	aliasiBase
1	Q0	12547221	66	0.19925271	aliasiBase
1	Q0	10966897	67	0.19861612	aliasiBase
1	Q0	12499334	68	0.19819494	aliasiBase
1	Q0	11925462	69	0.19636077	aliasiBase
1	Q0	12730463	70	0.19624244	aliasiBase
1	Q0	8904296	71	0.19251771	aliasiBase
1	Q0	9083054	72	0.19228083	aliasiBase
1	Q0	12753426	73	0.18870834	aliasiBase
1	Q0	8643627	74	0.1883831	aliasiBase
1	Q0	9559656	75	0.1874532	aliasiBase
1	Q0	10872742	76	0.18736334	aliasiBase
1	Q0	12127992	77	0.18731688	aliasiBase
1	Q0	12151624	78	0.18727678	aliasiBase
1	Q0	12223357	79	0.18641283	aliasiBase
1	Q0	11292622	80	0.1858201	aliasiBase
1	Q0	10872743	81	0.18556811	aliasiBase
1	Q0	10911382	82	0.18485285	aliasiBase
1	Q0	8632221	83	0.18464006	aliasiBase
